"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"33",33,1.7323,90,"Ethanol","99.71","    88","64175","C2H6O","Ethanol","99.61","    87","64175","C2H6O","Hydrazine, methyl-","99.60","    97","60344","CH6N2","Hydrazine, methyl-","99.59","    94","60344","CH6N2","Hydrazine, methyl-","99.58","    95","60344","CH6N2","2,3-Butanediol, dinitrate","99.44"," 40948","6423456","C4H8N2O6","Dimethyl ether","99.42","    90","115106","C2H6O","1,2-Propanediol, dinitrate","99.42"," 31713","6423434","C3H6N2O6","Dimethyl ether","99.32","    89","115106","C2H6O","Ethanol, 2-nitro-, nitrate (ester)","99.26"," 14459","4528341","C2H4N2O5",244051,101855,75776,42311505,11355998
"34",34,1.6055,84,"Ethanol","99.80","    87","64175","C2H6O","Ethanol","99.77","    88","64175","C2H6O","Hydrazine, methyl-","99.47","    95","60344","CH6N2","Hydrazine, methyl-","99.39","    94","60344","CH6N2","Hydrazine, methyl-","99.36","    97","60344","CH6N2","Ethanol","99.32","    86","64175","C2H6O","Dimethyl ether","99.12","    90","115106","C2H6O","2,3-Butanediol, dinitrate","99.08"," 40948","6423456","C4H8N2O6","1,2-Propanediol, dinitrate","99.07"," 31713","6423434","C3H6N2O6","Dimethyl ether","98.97","    89","115106","C2H6O",8436212,2758069,1674545,0,24939445
"35",35,1.3831,61,"Aminomethanesulfonic acid","99.21","  5625","13881919","CH5NO3S","2-Aminoethyl hydrogen sulfate","99.01"," 17027","926396","C2H7NO4S","Sulfur dioxide","98.75","   315","7446095","O2S","2-Benzimidazolyl methane thiosulfuric acid","98.61"," 83741","1000256392","C8H8N2O3S2","Dibenzo[cd,g]indazole-3-sulfonic acid, 2,6-dihydro-6-oxo-","98.31","118679","293765874","C14H8N2O4S","L-Alanine, 3-sulfo-","97.66"," 33830","498408","C3H7NO5S","2,4,6-Triamino-5-pyrimidinyl hydrogen sulfate","97.56"," 68314","71552233","C4H7N5O4S","Aminomethanesulfonic acid","97.38","  5627","13881919","CH5NO3S","(N-(-2-Acetamido))-2-aminoethanesulfonic acid","96.80"," 42307","7365824","C4H10N2O4S","N,N'-Hexamethylenebis[s-3-aminopropyl thiosulfuric acid]","96.10","170486","35871557","C12H28N2O6S4",0,1429290,0,0,0
"36",36,1.3828,70,"l-Alanine ethylamide, (S)-","99.93","  7346","71773950","C5H12N2O","dl-Alanyl-l-alanine","99.90"," 27876","59247164","C6H12N2O3","dl-Alanine ethyl ester","99.90","  7819","17344999","C5H11NO2","n-Hexylmethylamine","99.89","  7241","35161707","C7H17N","1,2-Propanediamine","99.88","   735","78900","C3H10N2","(2-Aziridinylethyl)amine","99.88","  1489","4025370","C4H10N2","Carbon dioxide","99.86","    74","124389","CO2","Carbamic acid, monoammonium salt","99.86","   927","1111780","CH6N2O2","Carbon dioxide","99.86","    75","124389","CO2","Nitrous oxide","99.86","    76","10024972","N2O",0,0,154224,192399,0
"37",37,1.7188,53,"Propanoic acid, 2-hydroxy-2-methyl-, methyl ester","99.47","  8043","2110783","C5H10O3","Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester","99.45"," 13016","80557","C6H12O3","Butanoic acid, 2-hydroxy-, ethyl ester","99.43"," 12990","52089540","C6H12O3","Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester","99.42"," 13017","80557","C6H12O3","Propanoic acid, 2-hydroxy-2-methyl-, methyl ester","99.42","  8044","2110783","C5H10O3","Propionic acid, 2-isopropoxy-, methyl ester","99.38"," 19762","1000151151","C7H14O3","1-Propanol, 2-methoxy-","99.37","  2135","1589475","C4H10O2","Propane, 2-methoxy-","99.31","   789","598538","C4H10O","Butanoic acid, 2-hydroxy-, methyl ester","99.23","  8028","29674473","C5H10O3","2-Propanol, 2-methyl-","99.20","   797","75650","C4H10O",374357,0,0,0,0
"38",38,1.5968,30,"6-Amino-1-hexanol, N,N-dimethyl-, methyl ether","99.83"," 27556","1000333818","C9H21NO","1-Tridecanamine, N,N-dimethyl-","99.80"," 72846","17373294","C15H33N","1-Undecanamine, N,N-dimethyl-","99.79"," 53473","17373283","C13H29N","1-Pentadecanamine, N,N-dimethyl-","99.79"," 90531","17678603","C17H37N","1-Nonadecanamine, N,N-dimethyl-","99.79","125784","49859872","C21H45N","1-Heptadecanamine, N,N-dimethyl-","99.79","108313","3002571","C19H41N","Cyclohexanol, 2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)-","99.78"," 95429","2914774","C16H25NO2","1-Heptanamine, N,N-dimethyl-","99.77"," 18390","5277112","C9H21N","Dimethyl palmitamine","99.77"," 99402","112696","C18H39N","1-Tetradecanamine, N,N-dimethyl-","99.77"," 81722","112754","C16H35N",770217,0,0,0,0
"39",39,2.2499,36,"2-Butanone, 3-ethoxy-3-methyl-","98.77"," 12221","36687997","C7H14O2","1-Propanol, 3-[3-(1-methylethoxy)propoxy]-","98.02"," 38302","54518035","C9H20O3","Propane, 2-ethoxy-2-methyl-","97.19","  4163","637923","C6H14O","2-Pentanol, 2-methyl-","97.05","  4132","590363","C6H14O","2-Butanol, 2,3-dimethyl-","97.03","  4152","594605","C6H14O","2-Pentanol, 2-methyl-","96.59","  4120","590363","C6H14O","Propane, 2-ethoxy-2-methyl-","95.79","  4158","637923","C6H14O","Propanamide, 2-methoxy-N-methyl-","95.60","  7829","1000196126","C5H11NO2","2-Butanol, 2,3-dimethyl-","95.33","  4146","594605","C6H14O","Pentane, 2-methoxy-","94.81","  4113","6795886","C6H14O",0,0,40892,0,0
"40",40,2.4355,47,"Amylene hydrate","98.30","  1939","75854","C5H12O","Amylene hydrate","98.00","  1937","75854","C5H12O","3-Pentanol, 2-methyl-","96.57","  4134","565673","C6H14O","3-Pentanol, 2-methyl-","96.55","  4133","565673","C6H14O","3-Pentanol, 2-methyl-","95.30","  4119","565673","C6H14O","3-Pentanol, 2-methyl-","94.70","  4135","565673","C6H14O","Amylene hydrate","94.30","  1938","75854","C5H12O","1-Propanol, 2-(2-methoxypropoxy)-","93.77"," 20720","13588288","C7H16O3","3-Hexanol","93.65","  4089","623370","C6H14O","2-Propanol, 1-isopropoxy-2-methyl-","93.58"," 13106","3587755","C7H16O2",0,0,30144,0,0
"41",41,1.9877,72,"Methylal","99.58","   855","109875","C3H8O2","Methylal","99.57","   854","109875","C3H8O2","Methylal","99.55","   856","109875","C3H8O2","Propane, 1,1,3,3-tetramethoxy-","99.53"," 30522","102523","C7H16O4","1,1-Dimethoxy-2-phenylpropane","99.48"," 40576","90879","C11H16O2","4,5-Bis-dimethoxymethyl-octanedioic acid, dimethyl ester","99.44","147080","1000193639","C16H30O8","Propane, 1,1,3,3-tetramethoxy-","99.24"," 30523","102523","C7H16O4","Acetic acid, 10-dimethoxymethyl-13-methyl-3-oxo-4,5,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-17-yl (ester)","99.02","162471","1000193991","C23H34O5","Glycolaldehyde dimethyl acetal","98.95","  4586","30934975","C4H10O3","5-(2,2-Dimethoxyethyl)-4-(4-methoxyphenyl)-3-methyl-1H,4H-pyrrolo[3,4-c]pyrazol-6-one","98.76","137352","1000387643","C17H21N3O4",0,35200,31446,1211932,330232
"42",42,2,39,"Butanal","98.48","   591","123728","C4H8O","Butanal","97.91","   588","123728","C4H8O","Butanal","94.54","   589","123728","C4H8O","Ethene, ethoxy-","94.09","   621","109922","C4H8O","Butanal","93.99","   590","123728","C4H8O","Ethene, ethoxy-","93.29","   614","109922","C4H8O","Ethene, ethoxy-","93.19","   622","109922","C4H8O","Glutaraldehyde","92.94","  3346","111308","C5H8O2","Glutaraldehyde","92.83","  3345","111308","C5H8O2","Propanamide, 2-methyl-","92.65","  1743","563837","C4H9NO",0,0,0,0,0
"43",44,1.7056,53,"Ethanol","99.68","    88","64175","C2H6O","Ethanol","99.65","    87","64175","C2H6O","Hydrazine, methyl-","99.49","    94","60344","CH6N2","Hydrazine, methyl-","99.42","    97","60344","CH6N2","Hydrazine, methyl-","99.41","    95","60344","CH6N2","Dimethyl ether","99.29","    90","115106","C2H6O","2,3-Butanediol, dinitrate","99.24"," 40948","6423456","C4H8N2O6","1,2-Propanediol, dinitrate","99.19"," 31713","6423434","C3H6N2O6","Dimethyl ether","99.17","    89","115106","C2H6O","Ethanol, 2-nitro-, nitrate (ester)","99.07"," 14459","4528341","C2H4N2O5",0,263043,4680384,1294167,11755741
"44",45,2.0004,61,"Methanesulfonic anhydride","99.19"," 36928","7143013","C2H6O5S2","Sulfurous acid, dimethyl ester","98.62","  5115","616422","C2H6O3S","Sulfurous acid, dimethyl ester","98.26","  5118","616422","C2H6O3S","Sulfurous acid, dimethyl ester","97.95","  5116","616422","C2H6O3S","2,6-Pyridinedicarboxaldehyde, 4-hydroxy-, bis[methyl(2-pyridyl)hydrazone]","97.66","151980","118252021","C19H19N7O","Sulfurous acid, dimethyl ester","96.96","  5117","616422","C2H6O3S","Xylopyranoside, methyl 4-azido-4-deoxy-, 2,3-dimethanesulfonate, .alpha.-D-","96.61","145189","6160925","C8H15N3O8S2","Tetrakis(methylsulfonyl)hydrazine","95.85","144852","86869683","C4H12N2O8S4","O-Ethyl S-vinyl methylphosphonothioate","95.55"," 31734","128869818","C5H11O2PS","Carbomethoxymethanesulfinic acid, methyl ester","95.52"," 23036","1000306273","C4H8O4S",0,0,0,425513,149229
"45",46,2.4609,32,"Ethane, 1,2-bis(methylthio)-","91.32","  8854","6628188","C4H10S2","Acetic acid, (ethylthio)-","90.33","  8421","627043","C4H8O2S","Ethanol, 2,2-diethoxy-","81.14"," 13659","621636","C6H14O3","Propanoic acid, 3-(methylthio)-","80.81","  8425","646015","C4H8O2S","Ethane, 1,2-bis(methylthio)-","80.76","  8855","6628188","C4H10S2","Disulfide, bis(2-sulfhydrylethyl)-","80.62"," 44806","10008385","C4H10S4","p-Dioxane-2,3-diol","80.37","  8438","4845505","C4H8O4","Butanoic acid, 2-(aminooxy)-4-(methylthio)-","80.33"," 30881","54533390","C5H11NO3S","Methane, (methylsulfinyl)(methylthio)-","80.32","  9327","33577161","C3H8OS2","1-Propanol, 3-[(2-hydroxyethyl)thio]-","79.61"," 14499","5323604","C5H12O2S",0,0,0,0,0
"46",47,2.3566,29,"Ethyl Acetate","98.08","  1853","141786","C4H8O2","Ethyl Acetate","97.72","  1857","141786","C4H8O2","Ethyl Acetate","95.40","  1856","141786","C4H8O2","Ethyl Acetate","92.12","  1855","141786","C4H8O2","Pentanoic acid, 3-methyl-4-oxo-","91.07"," 12043","6628791","C6H10O3","CH3C(O)CH2CH2OH","86.71","  1859","590909","C4H8O2","CH3C(O)CH2CH2OH","82.79","  1860","590909","C4H8O2","CH3C(O)CH2CH2OH","80.24","  1861","590909","C4H8O2","Acetic acid, pentyl ester","79.81"," 12177","628637","C7H14O2","Pentanoic acid, 2-methyl-4-oxo-","78.62"," 12042","6641834","C6H10O3",0,0,0,599687,694222
"47",48,2.3118,28,"Butane, 2,3-dimethyl-","96.85","  1691","79298","C6H14","2,4-Pentanediol","96.27","  4399","625694","C5H12O2","Tetrahydrofuran","96.21","   612","109999","C4H8O","2-Oxetanone, 4-methyl-","96.14","  1532","3068880","C4H6O2","Ethylenimine","95.94","    64","151564","C2H5N","Ethylenimine","95.92","    62","151564","C2H5N","2-Oxetanone, 4-methyl-","95.91","  1528","3068880","C4H6O2","Ethylenimine","95.89","    63","151564","C2H5N","Cyclobutylamine","95.86","   555","2516349","C4H9N","Butane, 2,3-dimethyl-","95.78","  1690","79298","C6H14",0,0,0,0,0
"48",49,1.3856,8,"1H-1,2,3-Triazolo[4,5-c]pyridine, 1-(4-pyridinyl)-","70.41"," 51916","96728039","C10H7N5","3-([1,2,3]Triazolo[4,5-c]pyridin-1-yl)pyridine","69.46"," 51913","1000388320","C10H7N5","Propiolonitrile","68.90","   108","1070719","C3HN","3-([1,2,3]Triazolo[4,5-b]pyridin-3-yl)pyridine","66.32"," 51912","1000388317","C10H7N5","2-([1,2,3]Triazolo[4,5-c]pyridin-1-yl)pyridine","65.29"," 51914","96727989","C10H7N5","isoxazolo[4,3-b]pyridine, 6-nitro-","62.75"," 30902","1000404484","C6H3N3O3","1,3,5-triazine-2,4,6-triamine, N2,N4,N6-tris(4-methoxyphenyl)-","62.60","174201","1000402839","C24H24N6O3","2-p-Nitrobenzoyl-1,3,5-tribenzyl-.alpha.-d-ribose","62.53","182055","1000129856","C33H31NO8","Cyclic octaatomic sulfur","60.43"," 91450","10544500","S8","2,4-Diamino-5,6-dihydro-6,8-diphenyl-8H-thiapyrano[4',3'-4,5]thieno[2,3-d]pyrimidine-7,7-dioxide","59.02","170207","1000251740","C21H18N4O2S2",0,0,0,0,0
"49",50,2.4511,46,"1-Propanol, 2-methyl-","99.60","   795","78831","C4H10O","1-Propanol, 2-methyl-","99.59","   793","78831","C4H10O","1-Propanol, 2-methyl-","99.33","   794","78831","C4H10O","1-Propanol, 2-methyl-","98.67","   791","78831","C4H10O","Isobutane","98.63","   220","75285","C4H10","Isobutane","97.83","   218","75285","C4H10","Isobutane","97.43","   217","75285","C4H10","Pentane","96.72","   651","109660","C5H12","Isobutylene epoxide","96.66","   629","558305","C4H8O","Oxirane, ethyl-","96.52","   611","106887","C4H8O",0,0,0,268261,0
"50",51,2.6114,14,"Amylene hydrate","96.66","  1939","75854","C5H12O","2-Propanol, 1-isopropoxy-2-methyl-","96.02"," 13106","3587755","C7H16O2","3-Pentanol, 2-methyl-","95.93","  4133","565673","C6H14O","3-Pentanol, 2-methyl-","95.85","  4134","565673","C6H14O","Amylene hydrate","95.82","  1937","75854","C5H12O","1-(1-Methoxypropan-2-yloxy)propan-2-yl acetate","95.52"," 47269","1000367086","C9H18O4","1-(1-Methoxypropan-2-yloxy)propan-2-yl heptanoate","95.46"," 93543","1000367131","C14H28O4","Butane, 2-methoxy-","95.09","  1945","6795875","C5H12O","Tri(1,2-propyleneglycol), monomethyl ether","95.07"," 57583","1000262266","C10H22O4","Hydrazine, 2-butyl-1,1-dimethyl-","95.07","  7618","54007237","C6H16N2",0,0,0,37652,0
"51",52,2.2185,20,"Cycloocta[1,2-b","88.55","180985","56598448","C32H16S4","3-Methylbut-2-enoic acid, tetrahydropyran-2-yl ester","83.86"," 43041","1000187326","C10H16O3","1,4,7-Trioxa-10,12,15,17-tetraazacyclononadecane-11,16-dione","81.00","121046","1000102684","C12H24N4O5","1,1',4,4'-Tetramethoxy-2,2'-binaphthalene-5,5',8,8'-tetrone","79.50","172561","104505911","C24H18O8","3-Methylbut-2-enoic acid, 4-methoxy-2-methylbutyl ester","79.46"," 53787","1000355130","C11H20O3","2,2,6-Trimethyl-6-(4-methylcyclohex-3-en-1-yl)dihydro-2H-pyran-4(3H)-one","79.11"," 78259","41943811","C15H24O2","3-(Butylamino)propionitrile","78.80"," 10197","693516","C7H14N2","1,3-Benzenediol, O-(3-methylbut-2-enoyl)-O'-pivaloyl-","78.71","103745","1000345484","C16H20O4","1,2-Benzenediol, O-(3-methylbut-2-enoyl)-O'-(pivaloyl)-","78.69","103748","1000329792","C16H20O4","3-Methyl-2-butenoic acid, tridec-2-ynyl ester","78.55","105219","1000299317","C18H30O2",0,0,0,0,0
"52",53,1.5943,35,"1,2-Propanediamine","99.81","   735","78900","C3H10N2","2-Pentanamine","99.80","  1759","63493287","C5H13N","1,2-Propanediamine","99.78","   731","78900","C3H10N2","dl-Alanine ethyl ester","99.77","  7819","17344999","C5H11NO2","2-Pentanamine","99.77","  1760","63493287","C5H13N","dl-Alanyl-dl-valine","99.77"," 45974","1999468","C8H16N2O3","dl-Alanyl-l-alanine","99.77"," 27876","59247164","C6H12N2O3","n-Hexylmethylamine","99.77","  7241","35161707","C7H17N","l-Alanine ethylamide, (S)-","99.76","  7346","71773950","C5H12N2O","Hydroxyurea","99.76","   886","127071","CH4N2O2",0,0,0,1004809,330851
"53",54,1.5463,34,"Aminomethanesulfonic acid","99.26","  5625","13881919","CH5NO3S","Sulfur dioxide","99.08","   315","7446095","O2S","2-Aminoethyl hydrogen sulfate","99.01"," 17027","926396","C2H7NO4S","Dibenzo[cd,g]indazole-3-sulfonic acid, 2,6-dihydro-6-oxo-","98.96","118679","293765874","C14H8N2O4S","2-Benzimidazolyl methane thiosulfuric acid","98.49"," 83741","1000256392","C8H8N2O3S2","Aminomethanesulfonic acid","98.03","  5627","13881919","CH5NO3S","L-Alanine, 3-sulfo-","97.99"," 33830","498408","C3H7NO5S","2,4,6-Triamino-5-pyrimidinyl hydrogen sulfate","97.53"," 68314","71552233","C4H7N5O4S","(N-(-2-Acetamido))-2-aminoethanesulfonic acid","96.99"," 42307","7365824","C4H10N2O4S","N,N'-Hexamethylenebis[s-3-aminopropyl thiosulfuric acid]","96.18","170486","35871557","C12H28N2O6S4",0,0,0,0,514765
"54",55,1.3887,16,"L-Alanine, 3-sulfo-","97.61"," 33830","498408","C3H7NO5S","2,4,6-Triamino-5-pyrimidinyl hydrogen sulfate","97.15"," 68314","71552233","C4H7N5O4S","L-Cysteine sulfinic acid","93.26"," 23655","1115657","C3H7NO4S","N,N'-Nonamethylenebis[-S-3-aminopropyl thiosulfuric acid]","90.90","176857","35871580","C15H34N2O6S4","L-Alanine, 3-sulfo-","90.42"," 33831","498408","C3H7NO5S","4,6-Diamino-5-pyrimidinyl hydrogensulfate","89.69"," 58344","71525412","C4H6N4O4S","N,N'-Hexamethylenebis[s-3-aminopropyl thiosulfuric acid]","89.62","170486","35871557","C12H28N2O6S4","4,4'-Diaminostilbene-2,2'-disulfonic acid","88.32","155362","81118","C14H14N2O6S2","(N-(-2-Acetamido))-2-aminoethanesulfonic acid","88.13"," 42307","7365824","C4H10N2O4S","Vinylsulfonamide","87.23","  4679","2386585","C2H5NO2S",1438293,0,0,0,0
"55",56,1.8321,14,"Propanal, 2-methyl-","98.26","   628","78842","C4H8O","Propanal, 2-methyl-","98.19","   631","78842","C4H8O","Propanal, 2-methyl-","98.05","   633","78842","C4H8O","Propanal, 2-methyl-","93.98","   632","78842","C4H8O","1-Propene, 3-methoxy-","88.28","   637","627407","C4H8O","Carbonic acid, allyl 2-ethoxyethyl ester","87.20"," 37080","1000357377","C8H14O4","Iberin","86.98"," 29580","1000281678","C5H9NOS2","Isobutylene epoxide","86.54","   627","558305","C4H8O","Thiodiacetonitrile","85.95","  5660","5848759","C4H4N2S","Diallyl disulphide","85.62"," 19662","2179579","C6H10S2",143546,0,0,0,0
"56",57,1.5507,27,"Hydrazine, methyl-","98.61","    94","60344","CH6N2","Ethanol","98.59","    87","64175","C2H6O","Ethanol","98.54","    88","64175","C2H6O","Dimethyl ether","98.52","    90","115106","C2H6O","Dimethyl ether","98.38","    89","115106","C2H6O","Formic acid","98.21","    93","64186","CH2O2","Hydrazine, methyl-","98.17","    97","60344","CH6N2","2,3-Butanediol, dinitrate","98.17"," 40948","6423456","C4H8N2O6","1,2-Propanediol, 3,3'-oxydi-, tetranitrate","98.06","145785","20600968","C6H10N4O13","Methyl nitrate","98.04","   898","598583","CH3NO3",0,0,0,0,0
"57",58,1.6913,23,"Ethyl formate","97.20","   744","109944","C3H6O2","Ethyl formate","95.80","   747","109944","C3H6O2","Ethyl formate","95.08","   746","109944","C3H6O2","Diethanolamine","81.82","  4530","111422","C4H11NO2","Diethanolamine","80.78","  4529","111422","C4H11NO2","Diethanolamine","80.74","  4531","111422","C4H11NO2","2-Amino-2-methyl-1,3-propanediol","79.77","  4532","115695","C4H11NO2","2-Amino-2-methyl-1,3-propanediol","78.74","  4533","115695","C4H11NO2","2-Amino-2-methyl-1,3-propanediol","78.70","  4534","115695","C4H11NO2","Propanamide, N-cyclohexyl-","78.34"," 25344","1126563","C9H17NO",660702,525185,34079,0,0
"58",59,2.9136,28,"Methane, diethoxy-","98.95","  4407","462953","C5H12O2","Methane, diethoxy-","98.75","  4408","462953","C5H12O2","Methane, diethoxy-","98.53","  4409","462953","C5H12O2","1-Propanol, 2-(2-hydroxypropoxy)-","96.84"," 13682","106627","C6H14O3","1-Propanol, 2-(2-hydroxypropoxy)-","96.24"," 13680","106627","C6H14O3","1-Propanol, 2-(2-hydroxypropoxy)-","95.87"," 13679","106627","C6H14O3","1-Propanol, 2-(2-hydroxypropoxy)-","95.20"," 13681","106627","C6H14O3","1-Propanol, 2,2'-oxybis-","95.11"," 13662","108612","C6H14O3","2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-","94.61"," 48624","1638160","C9H20O4","Benzene, 1,2-bis[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]-","94.34","165873","57721956","C20H34O8",12875,0,0,0,18249
"59",60,1.8077,24,"2,3-Butanediol, dinitrate","98.76"," 40948","6423456","C4H8N2O6","1,2-Propanediol, dinitrate","98.73"," 31713","6423434","C3H6N2O6","Hydrazine, methyl-","98.72","    94","60344","CH6N2","Hydrazine, methyl-","98.68","    97","60344","CH6N2","Dimethyl ether","98.66","    90","115106","C2H6O","Dimethyl ether","98.61","    89","115106","C2H6O","Methyl nitrate","98.57","   899","598583","CH3NO3","Methyl nitrate","98.57","   898","598583","CH3NO3","Nitrogen dioxide","98.56","    98","10102440","NO2","1,2-Propanediol, 3,3'-oxydi-, tetranitrate","98.53","145785","20600968","C6H10N4O13",0,0,0,7311935,24355
"60",61,0.9017,27,"Hydrazine, methyl-","99.87","    97","60344","CH6N2","Ethanol","99.85","    88","64175","C2H6O","Hydrazine, methyl-","99.81","    94","60344","CH6N2","Hydrazine, methyl-","99.80","    95","60344","CH6N2","2,3-Butanediol, dinitrate","99.74"," 40948","6423456","C4H8N2O6","1,2-Propanediol, dinitrate","99.72"," 31713","6423434","C3H6N2O6","Ethanol","99.68","    87","64175","C2H6O","Dimethyl ether","99.65","    90","115106","C2H6O","Dimethyl ether","99.58","    89","115106","C2H6O","Ethanol, 2-nitro-, nitrate (ester)","99.56"," 14459","4528341","C2H4N2O5",0,19984,0,0,0
"61",62,0.6836,14,"Ethanol","99.97","    88","64175","C2H6O","Hydrazine, methyl-","99.90","    95","60344","CH6N2","Ethanol","99.88","    87","64175","C2H6O","Hydrazine, methyl-","99.76","    97","60344","CH6N2","Hydrazine, methyl-","99.57","    94","60344","CH6N2","Ethanol","99.56","    86","64175","C2H6O","1,2-Propanediol, dinitrate","99.41"," 31713","6423434","C3H6N2O6","2,3-Butanediol, dinitrate","99.39"," 40948","6423456","C4H8N2O6","Ethanol, 2-nitro-, nitrate (ester)","99.31"," 14459","4528341","C2H4N2O5","Dimethyl ether","99.29","    90","115106","C2H6O",0,13565,0,0,0
"62",63,1.3192,24,"(2-Aziridinylethyl)amine","99.78","  1489","4025370","C4H10N2","Carbon dioxide","99.71","    74","124389","CO2","Carbamic acid, monoammonium salt","99.71","   927","1111780","CH6N2O2","Carbon dioxide","99.70","    75","124389","CO2","Nitrous oxide","99.70","    76","10024972","N2O","Nitrous oxide","99.70","    77","10024972","N2O","l-Alanine ethylamide, (S)-","99.70","  7346","71773950","C5H12N2O","Phenol, 4-[2-(methylamino)ethyl]-","99.65"," 22498","370989","C9H13NO","Phenylephrine","99.64"," 32544","59427","C9H13NO2","dl-Phenylephrine","99.63"," 32556","1477630","C9H13NO2",0,0,138229,0,0
"63",64,2.2083,9,"Butanal","98.42","   591","123728","C4H8O","Butanal","96.79","   588","123728","C4H8O","Glutaraldehyde","94.95","  3345","111308","C5H8O2","2,3-Epoxybutane","94.88","   619","3266237","C4H8O","Butanal","94.58","   589","123728","C4H8O","Butanal","94.13","   590","123728","C4H8O","Glutaraldehyde","94.06","  3346","111308","C5H8O2","2-Thiophenecarboxylic acid, 5-(1,1-dimethylethoxy)-","93.49"," 54287","54889428","C9H12O3S","Propanamide, 2-methyl-","93.27","  1742","563837","C4H9NO","Ethene, ethoxy-","93.27","   614","109922","C4H8O",0,0,0,0,0
"64",65,1.7681,16,"Carbon disulfide","98.62","   891","75150","CS2","Carbon disulfide","98.46","   892","75150","CS2","Thiourea","96.11","   888","62566","CH4N2S","Monoethyl carbonotrithioate","95.59"," 15469","1118645","C3H6S3","Phosphinous amide, N,N-dimethyl-P,P-bis(1-methylethyl)-","95.21"," 28495","72740057","C8H20NP","Thiourea","95.21","   889","62566","CH4N2S","Monopropyl carbonotrithioate","94.53"," 23042","68060071","C4H8S3","Monoisopropyl carbonotrithioate","94.41"," 23045","68060082","C4H8S3","2-Butynedinitrile","94.31","   885","1071983","C4N2","Carbonic acid, monoamide, N-methyl-, decyl ester","92.21"," 64141","1000415172","C12H25NO2",0,0,0,0,0
